id,name,slug,release_date,model_creator_id,model_creator_name,elo,rank,ci95,appearances,category_style_anime_elo,category_style_anime_ci95,category_style_anime_appearances,category_style_cartoon_illustration_elo,category_style_cartoon_illustration_ci95,category_style_cartoon_illustration_appearances,category_style_general_photorealistic_elo,category_style_general_photorealistic_ci95,category_style_general_photorealistic_appearances,category_style_graphic_design_digital_rendering_elo,category_style_graphic_design_digital_rendering_ci95,category_style_graphic_design_digital_rendering_appearances,category_style_traditional_art_elo,category_style_traditional_art_ci95,category_style_traditional_art_appearances,category_style_vintage_retro_elo,category_style_vintage_retro_ci95,category_style_vintage_retro_appearances,category_subject_commercial_elo,category_subject_commercial_ci95,category_subject_commercial_appearances,category_subject_fantasy_mythical_elo,category_subject_fantasy_mythical_ci95,category_subject_fantasy_mythical_appearances,category_subject_futuristic_sci_fi_elo,category_subject_futuristic_sci_fi_ci95,category_subject_futuristic_sci_fi_appearances,category_subject_nature_landscapes_elo,category_subject_nature_landscapes_ci95,category_subject_nature_landscapes_appearances,category_subject_people_groups_activities_elo,category_subject_people_groups_activities_ci95,category_subject_people_groups_activities_appearances,category_subject_people_portraits_elo,category_subject_people_portraits_ci95,category_subject_people_portraits_appearances,category_subject_physical_spaces_elo,category_subject_physical_spaces_ci95,category_subject_physical_spaces_appearances,category_subject_text_typography_elo,category_subject_text_typography_ci95,category_subject_text_typography_appearances,category_subject_ui_ux_design_elo,category_subject_ui_ux_design_ci95,category_subject_ui_ux_design_appearances
a77486d0-ef2c-4287-9f07-7f522cc1790b,Playground v2.5,playground-v2-5,2024-02,f04aca25-ae17-42e2-a0b7-0c9734e0adfe,Playground AI,967,93,-4/4,23673,955.0,-18/18,1560.0,969.0,-17/17,1761.0,992,-7/7,10679,923,-8/8,7344,1100.0,-20/20,1212.0,867.0,-23/23,959.0,901.0,-19/19,1420.0,993,-11/11,3790,994,-12/12,3297,1038,-13/13,3047,950.0,-16/16,2107.0,995,-22/22,1106,985,-10/10,4791,861.0,-22/22,1043.0,840.0,-16/16,1923.0
94ac854d-f774-47f7-a64d-95d4e3975b13,Lumina Image v2,lumina-image-v2,2025-01,4d7036f2-93b9-4701-a99a-7a80dfcb412c,OpenGVLab,967,94,-7/7,8609,1011.0,-29/29,592.0,977.0,-29/29,626.0,1000,-11/11,3772,891,-14/14,2635,1090.0,-33/33,437.0,945.0,-40/40,334.0,876.0,-33/33,506.0,1042,-19/19,1312,1041,-21/21,1141,1030,-22/22,1036,973.0,-25/25,834.0,968,-30/30,591,983,-18/18,1537,838.0,-36/36,439.0,705.0,-34/34,554.0
10f01326-4d02-4dc6-b9df-6f0b68fb7c48,Gemini 2.0 Flash Experimental,gemini-2-0-flash-experimental,2025-03,faddc6d9-2c14-445f-9b28-56726f59c793,Google,958,95,-14/14,2490,,,,976.0,-53/53,178.0,985,-21/21,1084,910,-26/26,765,,,,,,,,,,953,-37/37,383,962,-38/38,345,956,-43/43,269,1018.0,-50/50,201.0,1011,-47/47,230,922,-35/35,406,,,,,,
7c6289cf-94e1-4739-8868-af207d3cbbd2,DALLE 3 HD,dalle-3-hd,2023-09,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,948,96,-4/4,23751,930.0,-18/18,1587.0,1032.0,-18/18,1705.0,901,-7/7,10699,958,-8/8,7455,1120.0,-20/20,1169.0,1016.0,-24/24,965.0,951.0,-19/19,1421.0,1033,-12/12,3686,981,-12/12,3356,917,-13/13,2924,918.0,-16/16,2117.0,897,-21/21,1255,909,-10/10,4654,968.0,-20/20,1280.0,895.0,-16/16,1927.0
4ea3a74e-5e8d-4f8a-b00f-a711dda93131,Stable Diffusion 3.5 Medium,stable-diffusion-3-5-medium,2024-10,fae49f90-2280-46b0-b364-40d25eb84564,Stability.ai,941,97,-12/12,3769,892.0,-46/46,280.0,853.0,-46/46,311.0,957,-18/18,1571,912,-22/22,1071,1107.0,-45/45,235.0,971.0,-55/55,168.0,913.0,-49/49,235.0,938,-30/30,613,974,-33/33,459,996,-35/35,407,894.0,-42/42,387.0,932,-38/38,398,972,-30/30,549,920.0,-55/55,177.0,,,
d959db75-771f-4561-ac19-cbc28b0521b3,DALLE 3,dalle-3,2023-09,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,931,98,-4/4,23807,901.0,-18/18,1613.0,1008.0,-18/18,1701.0,895,-7/7,10876,938,-8/8,7362,1073.0,-21/21,1110.0,1001.0,-23/23,948.0,921.0,-19/19,1433.0,1004,-12/12,3630,966,-12/12,3336,910,-13/13,3016,913.0,-15/15,2178.0,871,-21/21,1265,907,-10/10,4647,899.0,-20/20,1280.0,876.0,-16/16,1892.0
bc20afc1-e7e0-483a-b96b-d7f44cb4a78b,Firefly Image 3,firefly-image-3,2024-04,2c7b704c-10d3-41b1-bfcf-f7084676079b,Adobe,929,99,-5/5,17052,904.0,-21/21,1202.0,883.0,-21/21,1231.0,975,-8/8,7706,865,-10/10,5253,1068.0,-25/25,779.0,838.0,-29/29,694.0,822.0,-24/24,959.0,935,-14/14,2656,946,-14/14,2425,1055,-15/15,2120,934.0,-18/18,1555.0,930,-24/24,931,950,-12/12,3272,891.0,-23/23,964.0,733.0,-22/22,1248.0
27cefc7e-1c92-42cd-a39f-b0c262db3e05,Sana Sprint 1.6B,sana-sprint-1-6b,2025-03,0c303112-430d-4367-a484-51defaa2e166,NVIDIA,925,100,-12/12,3419,917.0,-45/45,270.0,892.0,-45/45,307.0,918,-21/21,1366,923,-24/24,925,1105.0,-47/47,225.0,827.0,-60/60,186.0,801.0,-60/60,202.0,1000,-29/29,586,1018,-34/34,433,989,-40/40,329,772.0,-56/56,344.0,913,-39/39,378,943,-33/33,490,,,,,,
8d3ecb65-72e8-4da1-903e-20d002c3acb6,Grok 2,grok-2,2024-12,a1e3ddcf-d3e4-44a5-9e8f-029a69850875,xAI,922,101,-17/17,1814,,,,,,,961,-26/26,731,894,-33/33,478,,,,,,,,,,990,-41/41,298,916,-47/47,237,967,-51/51,192,,,,956,-49/49,215,872,-47/47,251,,,,,,
1189110d-671d-4de9-877c-f9797f161134,Bagel,bagel,2025-05,582174aa-90d5-4a43-9c4d-64dc0af57547,Bytedance,911,102,-12/12,3785,907.0,-41/41,336.0,916.0,-43/43,316.0,938,-19/19,1531,881,-24/24,1009,953.0,-48/48,270.0,870.0,-57/57,193.0,861.0,-52/52,241.0,953,-30/30,633,1001,-32/32,478,913,-39/39,392,974.0,-38/38,409.0,910,-37/37,439,884,-34/34,499,,,,,,
b5b08ae1-2313-4ce8-b911-82ada3b71e7e,Amazon Titan G1 v2 (Standard),amazon-titan-g1-v2-standard,2024-08,bb5a4e55-7969-4ab4-8702-3b9fd6547dc2,Amazon,904,103,-5/5,17717,794.0,-24/24,993.0,843.0,-22/22,1167.0,933,-8/8,8214,876,-9/9,5635,1006.0,-24/24,865.0,900.0,-28/28,684.0,917.0,-22/22,1095.0,874,-15/15,2339,873,-15/15,2466,982,-14/14,2438,937.0,-18/18,1644.0,931,-24/24,901,897,-12/12,3517,870.0,-23/23,990.0,841.0,-19/19,1423.0
71604070-731c-4009-b97a-79f92da9b643,Stable Diffusion 3 Medium,stable-diffusion-3-medium,2024-06,fae49f90-2280-46b0-b364-40d25eb84564,Stability.ai,904,104,-5/5,19945,852.0,-20/20,1363.0,810.0,-20/20,1495.0,905,-7/7,8978,902,-9/9,6230,1053.0,-23/23,919.0,929.0,-26/26,780.0,916.0,-21/21,1194.0,868,-13/13,3061,905,-13/13,2831,943,-13/13,2630,889.0,-17/17,1780.0,880,-22/22,1111,900,-11/11,3756,920.0,-21/21,1123.0,899.0,-19/19,1481.0
396b7d29-0e17-4d0a-afef-ba4156836c04,Stable Diffusion 3 Large Turbo,stable-diffusion-3-large-turbo,2024-02,fae49f90-2280-46b0-b364-40d25eb84564,Stability.ai,902,105,-4/4,22509,945.0,-19/19,1479.0,931.0,-17/17,1722.0,873,-7/7,9998,911,-8/8,7019,935.0,-22/22,1113.0,933.0,-23/23,985.0,912.0,-19/19,1425.0,948,-12/12,3536,921,-12/12,3134,863,-14/14,2785,921.0,-16/16,2119.0,873,-21/21,1191,877,-11/11,4308,850.0,-20/20,1258.0,903.0,-18/18,1625.0
c61456b8-0763-4327-adf9-cc4f7cdee50e,Stable Diffusion 1.6,stable-diffusion-1-6,2023-11,fae49f90-2280-46b0-b364-40d25eb84564,Stability.ai,899,106,-4/4,22390,931.0,-19/19,1447.0,928.0,-18/18,1668.0,884,-7/7,9896,882,-8/8,7189,1058.0,-21/21,1068.0,852.0,-23/23,965.0,861.0,-19/19,1487.0,962,-12/12,3452,932,-12/12,3165,937,-13/13,2815,853.0,-17/17,2032.0,876,-22/22,1163,882,-11/11,4195,811.0,-20/20,1304.0,858.0,-17/17,1726.0
bbb167a8-2854-4985-9204-4dfcbf3f2950,Bria 3.2,bria-3-2,2025-07,95c9bc82-f015-4ed4-8da0-4729f2d14f09,Bria,889,107,-12/12,4325,744.0,-52/52,320.0,950.0,-38/38,383.0,916,-19/19,1743,866,-22/22,1210,975.0,-45/45,293.0,856.0,-53/53,240.0,901.0,-46/46,287.0,860,-33/33,646,880,-33/33,600,959,-35/35,450,946.0,-36/36,471.0,884,-37/37,475,861,-33/33,563,967.0,-52/52,195.0,778.0,-75/75,124.0
b2a76bb0-47e8-4781-a497-1f942ca605c7,OmniGen V2,omnigen-v2,2025-06,d2928e1f-884a-4728-8d1c-d48db15c561d,VectorSpaceLab,889,108,-12/12,4294,893.0,-42/42,336.0,890.0,-42/42,367.0,896,-19/19,1772,872,-23/23,1150,970.0,-46/46,293.0,878.0,-54/54,214.0,925.0,-47/47,258.0,877,-32/32,652,876,-34/34,543,876,-41/41,412,964.0,-35/35,496.0,891,-34/34,544,898,-32/32,570,836.0,-57/57,211.0,,,
e2ea165f-2357-440e-820c-03c237d0320f,SDXL Lightning,sdxl-lightning,2024-02,582174aa-90d5-4a43-9c4d-64dc0af57547,Bytedance,888,109,-4/4,23351,915.0,-19/19,1493.0,869.0,-17/17,1762.0,908,-7/7,10737,842,-8/8,7224,1015.0,-21/21,1077.0,813.0,-24/24,928.0,810.0,-20/20,1421.0,928,-12/12,3631,915,-12/12,3255,952,-12/12,3072,901.0,-16/16,2060.0,896,-21/21,1114,887,-10/10,4846,745.0,-24/24,992.0,783.0,-17/17,1890.0
c1ff7611-f6b4-4a26-96c1-0a00144946f4,Amazon Titan G1 (Standard),amazon-titan-g1-standard,2023-11,bb5a4e55-7969-4ab4-8702-3b9fd6547dc2,Amazon,885,110,-5/5,21085,803.0,-23/23,1082.0,770.0,-21/21,1412.0,927,-7/7,9851,842,-9/9,6630,989.0,-21/21,1102.0,856.0,-25/25,852.0,881.0,-20/20,1369.0,854,-14/14,2747,844,-13/13,2970,979,-13/13,2880,921.0,-17/17,1861.0,897,-21/21,1158,886,-11/11,4052,858.0,-20/20,1243.0,805.0,-17/17,1687.0
41f427f0-d987-4189-a811-098baaac6397,Stable Diffusion XL 1.0,stable-diffusion-xl-1-0,2023-07,fae49f90-2280-46b0-b364-40d25eb84564,Stability.ai,857,111,-4/4,23859,900.0,-18/18,1668.0,844.0,-18/18,1749.0,860,-7/7,10613,814,-8/8,7480,1042.0,-20/20,1211.0,819.0,-24/24,967.0,763.0,-21/21,1364.0,916,-12/12,3753,898,-12/12,3307,914,-13/13,3047,827.0,-16/16,2138.0,871,-21/21,1286,854,-10/10,4645,760.0,-21/21,1293.0,727.0,-17/17,1874.0
73bcd079-f0cf-4dc9-ba28-9c8170d72538,Stable Diffusion 2.1,stable-diffusion-2-1,2022-12,fae49f90-2280-46b0-b364-40d25eb84564,Stability.ai,720,112,-5/5,28043,623.0,-22/22,1865.0,613.0,-21/21,2074.0,754,-7/7,12707,673,-9/9,8725,926.0,-20/20,1357.0,648.0,-27/27,1127.0,621.0,-23/23,1678.0,667,-14/14,4333,727,-13/13,3924,846,-12/12,3546,667.0,-18/18,2551.0,644,-25/25,1470,770,-10/10,5487,621.0,-23/23,1493.0,628.0,-17/17,2272.0
5db3c143-21ef-4046-a9f3-9603c8297c18,DALLE 2,dalle-2,2022-09,e67e56e3-15cd-43db-b679-da4660a69f41,OpenAI,708,113,-5/5,28568,498.0,-27/27,1885.0,586.0,-22/22,2098.0,738,-7/7,13034,685,-9/9,8883,906.0,-21/21,1312.0,670.0,-26/26,1188.0,655.0,-22/22,1670.0,659,-14/14,4434,666,-14/14,4090,849,-12/12,3666,641.0,-19/19,2541.0,691,-23/23,1525,726,-11/11,5537,716.0,-20/20,1560.0,643.0,-17/17,2230.0
9d5d83b1-4b8e-4477-b587-5b35133d4b9e,Janus Pro,janus-pro,2025-01,58b835bf-4c87-4f87-a846-df4b692c6e7d,DeepSeek,697,114,-9/9,9750,670.0,-38/38,655.0,632.0,-38/38,774.0,709,-14/14,4257,662,-17/17,2934,924.0,-35/35,504.0,601.0,-54/54,402.0,550.0,-48/48,586.0,758,-22/22,1510,761,-23/23,1336,784,-24/24,1270,582.0,-41/41,931.0,626,-46/46,597,688,-22/22,1723,708.0,-39/39,489.0,527.0,-42/42,625.0
a9df4a85-bb58-4e9a-9d5d-4b9f562c9d61,Stable Diffusion 1.5,stable-diffusion-1-5,2022-10,fae49f90-2280-46b0-b364-40d25eb84564,Stability.ai,604,115,-6/6,21597,492.0,-26/26,1837.0,519.0,-25/25,1920.0,627,-9/9,10124,565,-13/13,5871,811.0,-29/29,925.0,587.0,-38/38,699.0,448.0,-37/37,1217.0,613,-17/17,3495,604,-20/20,2705,740,-16/16,2764,548.0,-23/23,2238.0,459,-42/42,1055,613,-14/14,4475,575.0,-32/32,980.0,482.0,-26/26,1647.0
